Date,Price,Open,High,Low,Volume,ChgPct,fDate,fVolume
07-03-2017,9621.80,9547.70,9634.65,9538.75,9.74M,1.10,20170703,9740000
06-30-2017,9517.40,9493.25,9529.05,9451.50,9.04M,0.14,20170630,9040000
06-29-2017,9504.10,9525.25,9584.90,9497.40,16.57M,0.09,20170629,16570000
06-28-2017,9495.60,9503.35,9524.00,9472.00,10.21M,-0.18,20170628,10210000
06-27-2017,9513.00,9615.00,9616.90,9480.05,15.77M,-1.54,20170627,15770000
06-26-2017,9662.25,9636.00,9670.50,9616.25,0,0.75,20170626,0
06-23-2017,9590.05,9639.95,9640.00,9574.20,8.73M,-0.45,20170623,8730000
06-22-2017,9633.10,9680.15,9716.00,9616.65,9.05M,-0.23,20170622,9050000
06-21-2017,9655.25,9644.90,9668.00,9615.80,5.77M,-0.20,20170621,5770000
06-20-2017,9674.45,9684.00,9689.60,9662.00,3.53M,-0.01,20170620,3530000
06-19-2017,9675.25,9626.00,9697.00,9625.50,7.13M,0.81,20170619,7130000
06-16-2017,9597.25,9607.75,9626.90,9585.00,5.90M,-0.04,20170616,5900000
06-15-2017,9600.90,9618.55,9626.35,9584.25,6.06M,-0.38,20170615,6060000
06-14-2017,9637.60,9618.60,9647.00,9598.25,5.89M,0.23,20170614,5890000
06-13-2017,9615.10,9637.60,9660.60,9608.25,5.16M,-0.05,20170613,5160000
06-12-2017,9620.15,9626.60,9642.50,9602.00,7.64M,-0.65,20170612,7640000
06-09-2017,9682.90,9668.85,9693.85,9619.95,7.77M,0.14,20170609,7770000
06-08-2017,9669.70,9690.50,9705.00,9660.25,4.53M,-0.11,20170608,4530000
06-07-2017,9679.90,9672.10,9698.40,9650.65,5.96M,0.15,20170607,5960000
06-06-2017,9665.75,9700.00,9704.00,9658.70,5.55M,-0.20,20170606,5550000
06-05-2017,9685.50,9655.15,9699.00,9653.00,5.64M,0.34,20170605,5640000
06-02-2017,9652.60,9660.15,9672.00,9643.20,5.56M,0.23,20170602,5560000
06-01-2017,9630.10,9626.00,9644.95,9595.95,5.26M,0.04,20170601,5260000
05-31-2017,9626.05,9616.60,9641.70,9607.20,6.61M,0.06,20170531,6610000
05-30-2017,9619.85,9590.25,9633.35,9582.40,6.19M,0.15,20170530,6190000
05-29-2017,9605.70,9560.00,9639.85,9543.55,10.83M,0.31,20170529,10830000
05-26-2017,9575.80,9490.10,9586.50,9475.00,9.21M,0.69,20170526,9210000
05-25-2017,9509.75,9384.95,9517.90,9378.50,15.11M,1.55,20170525,15110000
05-24-2017,9364.85,9401.25,9439.90,9340.00,15.80M,-0.27,20170524,15800000
05-23-2017,9390.45,9458.65,9464.00,9371.00,13.50M,-0.56,20170523,13500000
05-22-2017,9443.65,9480.00,9492.05,9426.90,8.48M,-0.02,20170522,8480000
05-19-2017,9445.75,9463.45,9512.40,9401.55,12.31M,0.05,20170519,12310000
05-18-2017,9440.70,9476.05,9503.00,9433.30,10.08M,-0.98,20170518,10080000
05-17-2017,9533.75,9518.75,9537.75,9493.60,5.50M,0.12,20170517,5500000
05-16-2017,9522.15,9462.20,9532.50,9458.00,8.05M,0.73,20170516,8050000
05-15-2017,9453.30,9448.00,9458.00,9437.00,3.96M,0.41,20170515,3960000
05-12-2017,9414.80,9428.25,9443.10,9389.05,6.88M,-0.27,20170512,6880000
05-11-2017,9439.85,9431.60,9464.00,9431.60,5.36M,0.22,20170511,5360000
05-10-2017,9419.20,9359.35,9424.50,9357.95,8.36M,0.74,20170510,8360000
05-09-2017,9350.40,9350.25,9372.65,9331.95,5.31M,0.07,20170509,5310000
05-08-2017,9343.60,9336.10,9363.45,9322.15,5.70M,0.29,20170508,5700000
05-05-2017,9316.70,9359.80,9359.80,9297.00,9.23M,-0.64,20170505,9230000
05-04-2017,9376.95,9358.25,9384.00,9332.80,6.78M,0.39,20170504,6780000
05-03-2017,9340.25,9342.05,9366.00,9315.10,5.23M,0.01,20170503,5230000
05-02-2017,9339.30,9337.00,9372.00,9281.00,8.55M,-0.24,20170502,8550000
05-01-2017,9361.75,9348.75,9361.75,9333.75,0,0.30,20170501,0
04-28-2017,9333.70,9353.15,9358.70,9313.00,7.36M,-0.09,20170428,7360000
04-27-2017,9342.15,9344.70,9366.00,9325.00,13.10M,0.00,20170427,13100000
04-26-2017,9342.10,9308.25,9357.45,9297.60,13.35M,0.52,20170426,13350000
04-25-2017,9293.90,9264.80,9297.95,9244.15,13.00M,0.75,20170425,13000000
04-24-2017,9224.45,9140.15,9234.50,9129.80,12.88M,1.07,20170424,12880000
04-21-2017,9127.00,9207.55,9207.55,9090.50,9.99M,-0.39,20170421,9990000
04-20-2017,9162.60,9125.55,9170.00,9120.60,6.43M,0.30,20170420,6430000
04-19-2017,9135.00,9119.95,9147.00,9096.55,7.20M,0.13,20170419,7200000
04-18-2017,9123.35,9171.35,9246.65,9115.20,12.58M,-0.49,20170418,12580000
04-17-2017,9168.35,9172.25,9182.40,9142.25,5.06M,-0.15,20170417,5060000
04-13-2017,9182.25,9205.75,9222.00,9177.50,6.62M,-0.44,20170413,6620000
04-12-2017,9223.20,9251.90,9262.00,9170.10,11.23M,-0.45,20170412,11230000
04-11-2017,9264.45,9194.85,9269.95,9187.55,7.92M,0.60,20170411,7920000
04-10-2017,9209.35,9225.60,9248.30,9194.00,6.73M,-0.02,20170410,6730000
04-07-2017,9211.45,9234.80,9269.75,9200.40,7.89M,-0.66,20170407,7890000
04-06-2017,9272.25,9254.80,9283.00,9231.00,7.80M,-0.15,20170406,7800000
04-05-2017,9286.55,9280.00,9294.85,9247.85,6.84M,-0.09,20170405,6840000
04-04-2017,9295.25,9288.00,9310.50,9274.25,0,0.35,20170404,0
04-03-2017,9263.25,9221.65,9274.00,9203.50,7.87M,0.71,20170403,7870000
03-31-2017,9197.75,9185.25,9208.40,9176.00,7.26M,0.26,20170331,7260000
03-30-2017,9173.75,9150.35,9178.00,9140.05,11.73M,0.34,20170330,11730000
03-29-2017,9142.85,9140.55,9151.40,9118.80,10.59M,0.36,20170329,10590000
03-28-2017,9109.60,9095.15,9123.80,9085.40,10.26M,0.46,20170328,10260000
03-27-2017,9067.95,9109.00,9111.05,9035.25,12.87M,-0.55,20170327,12870000
03-24-2017,9118.30,9117.85,9146.60,9099.50,7.04M,0.12,20170324,7040000
03-23-2017,9107.65,9068.25,9121.40,9061.05,7.29M,0.63,20170323,7290000
03-22-2017,9050.40,9081.00,9130.00,9045.00,10.66M,-1.01,20170322,10660000
03-21-2017,9143.00,9165.15,9171.85,9113.65,7.54M,-0.12,20170321,7540000
03-20-2017,9153.55,9164.95,9164.95,9142.00,5.51M,-0.20,20170320,5510000
03-17-2017,9171.75,9212.85,9212.85,9165.30,8.34M,-0.05,20170317,8340000
03-16-2017,9176.15,9156.00,9181.25,9152.10,7.45M,0.73,20170316,7450000
03-15-2017,9109.30,9116.20,9130.00,9101.50,5.52M,0.07,20170315,5520000
03-14-2017,9103.00,9145.00,9158.00,9077.60,14.27M,-0.85,20170314,14270000
03-13-2017,9181.50,9114.25,9197.75,9085.75,0,2.49,20170313,0
03-10-2017,8958.70,8975.00,9002.90,8916.40,8.63M,0.05,20170310,8630000
03-09-2017,8954.50,8923.00,8977.80,8912.65,6.98M,0.03,20170309,6980000
03-08-2017,8952.10,8974.00,8980.00,8907.65,8.91M,-0.25,20170308,8910000
03-07-2017,8974.10,8986.90,8988.90,8960.05,4.43M,-0.06,20170307,4430000
03-06-2017,8979.15,8935.00,8985.00,8928.45,6.94M,0.63,20170306,6940000
03-03-2017,8922.80,8884.00,8933.00,8872.70,8.31M,0.06,20170303,8310000
03-02-2017,8917.20,9001.00,9018.30,8898.25,11.01M,-0.66,20170302,11010000
03-01-2017,8976.05,8924.00,8994.00,8921.70,8.48M,0.75,20170301,8480000
02-28-2017,8909.35,8921.50,8938.45,8884.15,6.64M,-0.07,20170228,6640000
02-27-2017,8915.75,8939.95,8957.10,8909.00,7.07M,-0.20,20170227,7070000
02-24-2017,8933.50,8980.50,8982.75,8917.50,0,-0.07,20170224,0
02-23-2017,8939.50,8934.25,8982.90,8925.95,13.93M,0.22,20170223,13930000
02-22-2017,8920.10,8918.95,8957.60,8901.55,11.63M,0.11,20170222,11630000
02-21-2017,8910.35,8880.05,8924.50,8858.85,13.09M,0.41,20170221,13090000
02-20-2017,8873.85,8828.20,8881.30,8810.00,8.63M,0.53,20170220,8630000
02-17-2017,8827.00,8869.75,8872.45,8800.10,10.34M,0.45,20170217,10340000
02-16-2017,8787.60,8760.00,8796.15,8734.00,7.77M,0.51,20170216,7770000
02-15-2017,8743.10,8826.10,8827.20,8727.00,12.87M,-0.81,20170215,12870000
02-14-2017,8814.85,8824.00,8830.00,8786.10,6.71M,-0.01,20170214,6710000
02-13-2017,8815.35,8836.65,8846.00,8765.50,8.89M,0.07,20170213,8890000
02-10-2017,8809.35,8829.90,8839.90,8786.55,6.57M,0.14,20170210,6570000
02-09-2017,8796.85,8816.30,8843.80,8733.00,11.67M,0.01,20170209,11670000
02-08-2017,8796.35,8785.60,8813.95,8732.50,8.72M,0.12,20170208,8720000
02-07-2017,8785.55,8800.45,8811.90,8758.70,6.38M,-0.35,20170207,6380000
02-06-2017,8816.60,8808.00,8834.40,8781.80,8.26M,0.71,20170206,8260000
02-03-2017,8754.35,8744.95,8763.90,8725.25,6.81M,0.12,20170203,6810000
02-02-2017,8743.95,8730.00,8773.80,8697.30,10.31M,0.07,20170202,10310000
02-01-2017,8737.90,8600.15,8747.45,8555.00,19.23M,1.79,20170201,19230000
01-31-2017,8584.30,8639.80,8639.80,8576.25,11.34M,-0.82,20170131,11340000
01-30-2017,8655.35,8645.00,8681.95,8636.35,6.84M,-0.18,20170130,6840000
01-27-2017,8671.10,8649.95,8698.15,8641.10,9.36M,0.15,20170127,9360000
01-26-2017,8658.50,8660.75,8698.75,8643.50,0,0.65,20170126,0
01-25-2017,8602.75,8504.90,8606.40,8496.30,14.32M,1.44,20170125,14320000
01-24-2017,8480.50,8421.40,8488.00,8416.00,13.40M,0.93,20170124,13400000
01-23-2017,8402.40,8343.50,8418.00,8333.40,11.65M,0.48,20170123,11650000
01-20-2017,8362.65,8400.00,8434.00,8352.20,10.68M,-0.95,20170120,10680000
01-19-2017,8442.95,8422.00,8454.00,8409.00,5.97M,0.16,20170119,5970000
01-18-2017,8429.35,8426.00,8468.95,8406.05,8.81M,0.25,20170118,8810000
01-17-2017,8408.50,8433.90,8448.00,8392.50,7.29M,-0.28,20170117,7290000
01-16-2017,8431.70,8404.00,8444.00,8385.05,6.14M,0.17,20170116,6140000
01-13-2017,8417.70,8454.90,8457.00,8388.20,7.50M,-0.00,20170113,7500000
01-12-2017,8418.00,8403.20,8424.00,8386.05,8.12M,0.37,20170112,8120000
01-11-2017,8387.20,8335.00,8399.80,8324.00,8.68M,1.13,20170111,8680000
01-10-2017,8293.85,8274.80,8298.75,8260.00,5.96M,0.53,20170110,5960000
01-09-2017,8249.90,8266.00,8272.40,8241.10,4.70M,-0.21,20170109,4700000
01-06-2017,8267.65,8305.55,8329.60,8256.50,8.37M,-0.25,20170106,8370000
01-05-2017,8288.20,8254.70,8298.70,8236.15,10.79M,1.03,20170105,10790000
01-04-2017,8204.05,8202.25,8223.40,8187.30,6.80M,0.09,20170104,6800000
01-03-2017,8196.50,8200.00,8228.00,8159.00,8.51M,0.05,20170103,8510000
01-02-2017,8192.10,8215.05,8218.80,8151.00,8.36M,0.06,20170102,8360000
12-30-2016,8187.40,8136.60,8207.10,8130.00,8.62M,1.03,20161230,8620000
12-29-2016,8103.60,8028.00,8109.00,8025.00,11.56M,0.90,20161229,11560000
12-28-2016,8031.35,8044.00,8100.00,8024.00,13.57M,0.00,20161228,13570000
12-27-2016,8031.35,7920.00,8045.45,7906.60,13.37M,1.52,20161227,13370000
12-26-2016,7911.30,7970.00,7970.00,7896.35,9.70M,-1.05,20161226,9700000
12-23-2016,7995.00,7975.00,8037.35,7953.00,10.47M,-0.02,20161223,10470000
12-22-2016,7996.85,8054.10,8066.95,7975.15,10.95M,-1.04,20161222,10950000
12-21-2016,8080.65,8120.50,8124.50,8073.05,5.81M,-0.24,20161221,5810000
12-20-2016,8099.90,8125.00,8134.40,8072.00,7.83M,-0.30,20161220,7830000
12-19-2016,8124.15,8132.25,8148.70,8112.55,4.80M,-0.27,20161219,4800000
12-16-2016,8146.50,8189.00,8189.00,8135.00,8.06M,-0.32,20161216,8060000
12-15-2016,8173.05,8129.00,8264.00,8123.60,14.13M,-0.30,20161215,14130000
12-14-2016,8197.65,8229.00,8229.00,8172.00,7.54M,-0.36,20161214,7540000
12-13-2016,8227.45,8189.95,8243.85,8172.30,7.22M,0.54,20161213,7220000
12-12-2016,8183.40,8250.00,8250.90,8164.05,8.77M,-1.13,20161212,8770000
12-09-2016,8277.00,8275.15,8294.00,8255.65,6.84M,0.26,20161209,6840000
12-08-2016,8255.65,8176.00,8267.75,8176.00,10.91M,1.63,20161208,10910000
12-07-2016,8123.35,8188.25,8218.80,8095.00,10.66M,-0.56,20161207,10660000
12-06-2016,8169.05,8173.00,8219.00,8157.10,7.50M,0.05,20161206,7500000
12-05-2016,8164.90,8092.10,8175.00,8076.10,9.41M,0.69,20161205,9410000
12-02-2016,8108.90,8164.80,8190.00,8092.00,12.01M,-1.26,20161202,12010000
12-01-2016,8212.00,8259.00,8272.50,8205.05,7.93M,-0.59,20161201,7930000
11-30-2016,8260.35,8186.55,8270.75,8166.40,10.61M,1.08,20161130,10610000
11-29-2016,8172.05,8155.00,8219.90,8147.00,10.05M,0.26,20161129,10050000
11-28-2016,8150.60,8088.25,8168.45,8078.25,9.01M,0.30,20161128,9010000
11-25-2016,8126.35,8033.95,8138.70,8006.00,12.17M,2.02,20161125,12170000
11-24-2016,7965.50,7987.00,8018.65,7947.25,16.41M,-0.74,20161124,16410000
11-23-2016,8024.85,8050.05,8058.00,7972.20,14.22M,0.23,20161123,14220000
11-22-2016,8006.80,7996.35,8022.00,7940.00,14.33M,0.85,20161122,14330000
11-21-2016,7939.20,8100.00,8109.00,7921.00,16.74M,-1.68,20161121,16740000
11-18-2016,8074.70,8097.85,8139.00,8055.40,11.42M,-0.17,20161118,11420000
11-17-2016,8088.35,8075.25,8168.00,8040.10,12.45M,-0.37,20161117,12450000
11-16-2016,8118.55,8205.15,8225.00,8095.25,14.68M,-0.26,20161116,14680000
11-15-2016,8139.55,8279.00,8287.75,8124.00,19.07M,-0.63,20161115,19070000
11-14-2016,8191.50,8222.25,8286.25,8171.00,0,-1.64,20161114,0
11-11-2016,8327.95,8430.00,8475.50,8315.85,18.56M,-2.64,20161111,18560000
11-10-2016,8553.35,8515.55,8614.00,8515.55,13.88M,1.07,20161110,13880000
11-09-2016,8462.70,8102.25,8493.50,8076.00,34.34M,-1.21,20161109,34340000
11-08-2016,8566.55,8542.25,8589.00,8507.50,8.75M,0.55,20161108,8750000
11-07-2016,8520.00,8519.00,8560.00,8503.50,8.40M,0.73,20161107,8400000
11-04-2016,8458.20,8496.55,8530.00,8425.55,12.45M,-0.70,20161104,12450000
11-03-2016,8517.90,8519.00,8565.95,8505.35,9.02M,-0.29,20161103,9020000
11-02-2016,8542.60,8568.00,8579.00,8531.30,10.20M,-1.26,20161102,10200000
11-01-2016,8651.75,8639.00,8704.60,8633.25,8.15M,0.35,20161101,8150000
10-31-2016,8621.50,8602.00,8643.00,8593.25,0,-0.09,20161031,0
10-30-2016,8629.20,8670.00,8687.40,8622.05,1.83M,-0.44,20161030,1830000
10-28-2016,8667.40,8626.00,8682.00,8605.00,9.86M,0.61,20161028,9860000
10-27-2016,8615.25,8587.35,8623.55,8546.85,14.69M,-0.02,20161027,14690000
10-26-2016,8616.75,8662.25,8669.00,8585.55,12.52M,-0.96,20161026,12520000
10-25-2016,8700.35,8715.60,8715.60,8661.00,11.61M,-0.23,20161025,11610000
10-24-2016,8720.25,8718.00,8748.00,8690.10,8.61M,0.23,20161024,8610000
10-21-2016,8700.35,8700.00,8710.30,8655.00,7.88M,-0.06,20161021,7880000
10-20-2016,8705.15,8695.25,8728.20,8675.75,9.06M,0.46,20161020,9060000
10-19-2016,8665.25,8690.00,8696.50,8640.50,7.83M,-0.17,20161019,7830000
10-18-2016,8679.85,8561.00,8687.00,8560.05,12.05M,1.83,20161018,12050000
10-17-2016,8523.90,8608.00,8612.00,8507.35,10.92M,-0.94,20161017,10920000
10-14-2016,8605.10,8590.00,8613.85,8565.05,9.06M,0.29,20161014,9060000
10-13-2016,8580.45,8677.75,8677.75,8551.00,14.48M,-1.49,20161013,14480000
10-12-2016,8710.25,8709.25,8733.25,8692.50,0,0.11,20161012,0
10-11-2016,8700.50,8770.25,8782.75,8684.75,0,-0.45,20161011,0
10-10-2016,8739.95,8746.40,8775.90,8732.15,5.32M,0.20,20161010,5320000
10-07-2016,8722.75,8737.50,8747.75,8691.30,8.93M,-0.10,20161007,8930000
10-06-2016,8731.35,8797.00,8815.00,8711.00,10.23M,-0.50,20161006,10230000
10-05-2016,8775.35,8815.20,8837.75,8750.00,8.26M,-0.28,20161005,8260000
10-04-2016,8799.70,8790.10,8820.00,8765.00,10.77M,0.23,20161004,10770000
10-03-2016,8779.10,8682.00,8788.00,8656.25,12.16M,1.60,20161003,12160000
09-30-2016,8640.65,8607.80,8669.35,8593.30,13.65M,0.58,20160930,13650000
09-29-2016,8591.25,8801.25,8801.95,8562.05,23.14M,-1.91,20160929,23140000
09-28-2016,8758.45,8710.00,8783.90,8706.00,10.88M,0.48,20160928,10880000
09-27-2016,8716.55,8765.00,8776.35,8697.90,14.09M,-0.21,20160927,14090000
09-26-2016,8735.15,8813.80,8821.60,8726.70,15.85M,-1.23,20160926,15850000
09-23-2016,8843.65,8885.25,8889.35,8830.10,7.17M,-0.46,20160923,7170000
09-22-2016,8884.45,8880.25,8918.00,8861.05,10.81M,0.88,20160922,10810000
09-21-2016,8806.95,8814.00,8856.60,8784.90,9.61M,-0.00,20160921,9610000
09-20-2016,8807.20,8806.65,8820.00,8786.10,6.66M,-0.28,20160920,6660000
09-19-2016,8832.10,8811.90,8848.40,8798.85,6.23M,0.27,20160919,6230000
09-16-2016,8808.20,8808.00,8878.80,8769.50,13.50M,0.40,20160916,13500000
09-15-2016,8773.50,8764.10,8784.00,8728.00,7.55M,0.06,20160915,7550000
09-14-2016,8768.55,8736.30,8779.80,8717.30,8.62M,0.57,20160914,8620000
09-13-2016,8718.50,8798.75,8807.75,8711.75,0,-0.27,20160913,0
09-12-2016,8742.35,8805.25,8805.25,8727.00,13.89M,-1.81,20160912,13890000
09-09-2016,8903.75,8962.00,8962.00,8890.50,10.60M,-0.88,20160909,10600000
09-08-2016,8982.55,8953.10,8994.50,8933.80,6.98M,0.34,20160908,6980000
09-07-2016,8952.10,8975.60,8989.50,8942.10,7.68M,-0.10,20160907,7680000
09-06-2016,8961.20,8891.00,8969.10,8886.25,8.03M,0.60,20160906,8030000
09-05-2016,8907.75,8899.25,8930.75,8893.75,0,0.76,20160905,0
09-02-2016,8840.15,8811.80,8847.10,8793.60,7.15M,0.36,20160902,7150000
09-01-2016,8808.35,8833.50,8854.70,8790.95,8.19M,-0.31,20160901,8190000
08-31-2016,8836.15,8791.00,8863.70,8789.45,12.26M,0.47,20160831,12260000
08-30-2016,8794.60,8680.00,8804.45,8668.00,13.26M,1.67,20160830,13260000
08-29-2016,8649.75,8609.90,8669.80,8578.00,10.55M,0.29,20160829,10550000
08-26-2016,8625.00,8645.05,8664.95,8596.20,9.75M,0.38,20160826,9750000
08-25-2016,8592.20,8679.95,8685.00,8585.95,14.57M,-0.72,20160825,14570000
08-24-2016,8654.65,8640.25,8682.95,8617.10,11.56M,0.15,20160824,11560000
08-23-2016,8641.75,8621.25,8655.00,8591.25,17.24M,0.10,20160823,17240000
08-22-2016,8633.20,8680.50,8693.80,8616.00,14.79M,-0.51,20160822,14790000
08-19-2016,8677.25,8692.40,8703.00,8650.00,7.00M,-0.09,20160819,7000000
08-18-2016,8685.10,8655.20,8713.95,8655.20,9.74M,0.62,20160818,9740000
08-17-2016,8631.40,8650.25,8689.55,8610.50,9.52M,-0.33,20160817,9520000
08-16-2016,8659.90,8695.35,8706.25,8601.00,10.53M,-0.78,20160816,10530000
08-15-2016,8727.75,8693.75,8734.25,8693.75,0,0.57,20160815,0
08-12-2016,8678.40,8614.00,8702.50,8613.95,10.51M,0.77,20160812,10510000
08-11-2016,8612.45,8595.00,8630.00,8565.00,10.01M,0.17,20160811,10010000
08-10-2016,8598.05,8717.15,8724.00,8590.00,11.89M,-1.20,20160810,11890000
08-09-2016,8702.55,8739.80,8751.70,8661.70,9.10M,-0.45,20160809,9100000
08-08-2016,8742.30,8748.50,8760.00,8726.45,6.69M,0.39,20160808,6690000
08-05-2016,8708.20,8632.65,8717.00,8631.60,10.80M,1.32,20160805,10800000
08-04-2016,8594.40,8625.25,8631.00,8547.60,10.74M,0.14,20160804,10740000
08-03-2016,8582.55,8641.00,8649.25,8568.00,12.72M,-0.90,20160803,12720000
08-02-2016,8660.30,8676.00,8736.05,8638.00,9.16M,-0.25,20160802,9160000
08-01-2016,8682.00,8702.20,8747.00,8624.45,12.13M,-0.05,20160801,12130000
07-29-2016,8686.60,8708.00,8744.70,8668.50,8.07M,0.23,20160729,8070000
07-28-2016,8666.30,8625.50,8667.90,8615.05,11.92M,0.60,20160728,11920000
07-27-2016,8614.75,8602.10,8667.50,8566.05,15.56M,0.25,20160727,15560000
07-26-2016,8592.85,8602.10,8652.05,8576.55,13.71M,-0.54,20160726,13710000
07-25-2016,8639.70,8545.00,8645.60,8530.75,13.50M,1.00,20160725,13500000
07-22-2016,8554.30,8527.15,8563.90,8500.50,9.05M,0.41,20160722,9050000
07-21-2016,8519.75,8888.00,8888.00,8511.70,9.19M,-0.75,20160721,9190000
07-20-2016,8584.15,8549.90,8591.65,8542.50,7.14M,0.51,20160720,7140000
07-19-2016,8540.45,8525.00,8555.00,8485.60,11.27M,0.23,20160719,11270000
07-18-2016,8520.50,8571.50,8604.00,8510.00,9.42M,-0.40,20160718,9420000
07-15-2016,8554.85,8589.90,8605.00,8525.00,11.06M,-0.25,20160715,11060000
07-14-2016,8576.55,8521.00,8584.00,8509.55,7.88M,0.66,20160714,7880000
07-13-2016,8520.05,8539.95,8545.00,8501.10,7.80M,-0.10,20160713,7800000
07-12-2016,8528.75,8512.10,8534.55,8492.00,8.19M,0.46,20160712,8190000
07-11-2016,8489.40,8432.75,8496.00,8422.35,11.18M,1.83,20160711,11180000
07-08-2016,8336.45,8350.00,8353.00,8295.05,9.86M,-0.26,20160708,9860000
07-07-2016,8358.30,8347.70,8392.00,8330.05,7.61M,0.32,20160707,7610000
07-06-2016,8331.50,8311.25,8334.50,8271.75,0,-0.27,20160706,0
07-05-2016,8354.00,8381.00,8382.50,8342.00,8.38M,-0.40,20160705,8380000
07-04-2016,8387.35,8385.10,8415.00,8376.00,8.05M,0.39,20160704,8050000
07-01-2016,8355.15,8310.00,8378.00,8310.00,9.20M,0.81,20160701,9200000
06-30-2016,8287.75,8255.00,8310.00,8238.20,16.67M,1.01,20160630,16670000
06-29-2016,8204.50,8162.50,8214.80,8155.75,11.65M,0.84,20160629,11650000
06-28-2016,8136.05,8090.00,8158.90,8085.00,12.46M,0.39,20160628,12460000
06-27-2016,8104.60,8050.10,8130.00,8048.00,14.87M,0.22,20160627,14870000
06-24-2016,8086.90,8125.00,8125.00,7927.10,31.88M,-2.36,20160624,31880000
06-23-2016,8282.25,8206.10,8307.15,8190.15,10.83M,0.94,20160623,10830000
06-22-2016,8205.05,8226.85,8253.25,8154.00,10.55M,-0.24,20160622,10550000
06-21-2016,8225.10,8251.15,8253.00,8205.80,7.62M,-0.32,20160621,7620000
06-20-2016,8251.90,8106.00,8262.00,8106.00,15.06M,0.95,20160620,15060000
06-17-2016,8174.40,8200.00,8221.20,8151.30,11.42M,0.19,20160617,11420000
06-16-2016,8158.75,8185.35,8194.00,8085.00,17.71M,-0.76,20160616,17710000
06-15-2016,8221.35,8105.10,8232.40,8105.10,11.63M,1.24,20160615,11630000
06-14-2016,8120.55,8130.55,8138.45,8076.00,12.03M,-0.12,20160614,12030000
06-13-2016,8130.65,8124.00,8147.00,8082.20,13.02M,-0.73,20160613,13020000
06-10-2016,8190.40,8202.20,8299.00,8171.10,15.51M,-0.47,20160610,15510000
06-09-2016,8229.35,8285.10,8291.00,8200.05,10.47M,-0.66,20160609,10470000
06-08-2016,8284.20,8290.05,8299.00,8262.05,6.44M,0.01,20160608,6440000
06-07-2016,8283.15,8266.00,8318.90,8230.05,11.46M,0.65,20160607,11460000
06-06-2016,8229.80,8248.00,8256.65,8205.80,6.55M,-0.11,20160606,6550000
06-03-2016,8238.90,8261.10,8276.95,8226.05,8.39M,-0.05,20160603,8390000
06-02-2016,8243.25,8187.75,8254.00,8161.35,10.41M,0.59,20160602,10410000
06-01-2016,8194.55,8200.00,8224.90,8178.30,9.41M,0.04,20160601,9410000
05-31-2016,8190.90,8225.00,8229.45,8156.30,10.81M,-0.04,20160531,10810000
05-30-2016,8194.30,8211.50,8222.75,8172.40,8.64M,0.27,20160530,8640000
05-27-2016,8172.45,8091.10,8181.70,8087.10,13.69M,1.27,20160527,13690000
05-26-2016,8069.65,7965.25,8074.65,7951.05,15.62M,1.59,20160526,15620000
05-25-2016,7943.00,7802.65,7949.90,7802.65,19.06M,2.37,20160525,19060000
05-24-2016,7759.30,7736.00,7769.50,7722.80,11.33M,0.19,20160524,11330000
05-23-2016,7744.85,7782.55,7816.00,7736.65,14.44M,-0.24,20160523,14440000
05-20-2016,7763.35,7790.30,7828.00,7753.35,12.17M,-0.28,20160520,12170000
05-19-2016,7785.10,7864.95,7872.55,7775.25,14.51M,-1.20,20160519,14510000
05-18-2016,7879.30,7856.75,7927.00,7811.40,14.71M,-0.36,20160518,14710000
05-17-2016,7907.60,7920.00,7957.80,7896.00,11.51M,0.26,20160517,11510000
05-16-2016,7887.20,7840.00,7898.10,7780.10,14.01M,0.72,20160516,14010000
05-13-2016,7830.55,7891.20,7891.80,7787.30,15.89M,-1.23,20160513,15890000
05-12-2016,7928.20,7886.00,7939.40,7860.40,12.94M,0.79,20160512,12940000
05-11-2016,7865.85,7810.35,7909.90,7798.20,18.36M,-0.68,20160511,18360000
05-10-2016,7919.75,7894.00,7933.55,7867.15,10.75M,0.20,20160510,10750000
05-09-2016,7904.30,7794.90,7912.20,7775.00,15.18M,1.86,20160509,15180000
05-06-2016,7760.25,7733.70,7770.60,7700.95,10.94M,-0.17,20160506,10940000
05-05-2016,7773.10,7741.00,7817.50,7733.00,13.97M,0.52,20160505,13970000
05-04-2016,7732.75,7755.00,7789.00,7725.00,12.24M,-0.66,20160504,12240000
05-03-2016,7783.80,7848.75,7949.95,7770.10,18.41M,-0.72,20160503,18410000
05-02-2016,7840.10,7858.20,7874.45,7805.10,11.14M,-0.69,20160502,11140000
04-29-2016,7894.80,7887.00,7950.00,7831.10,15.61M,0.61,20160429,15610000
04-28-2016,7847.25,7970.50,8000.00,7843.00,18.17M,-1.79,20160428,18170000
04-27-2016,7990.35,7952.30,7997.95,7949.50,10.12M,0.14,20160427,10120000
04-26-2016,7979.15,7834.50,7992.45,7832.70,17.69M,1.45,20160426,17690000
04-25-2016,7865.00,7905.00,7908.80,7831.10,11.19M,-0.58,20160425,11190000
04-22-2016,7911.15,7895.00,7941.90,7881.45,9.80M,-0.03,20160422,9800000
04-21-2016,7913.35,7972.20,7984.50,7885.10,12.23M,-0.21,20160421,12230000
04-20-2016,7929.85,7945.10,7959.75,7891.95,13.57M,-0.78,20160420,13570000
04-19-2016,7992.50,7967.25,8016.25,7940.75,0,0.91,20160419,0
