Date,Price,Open,High,Low,Volume,ChgPct
09-26-2019,11571.20,11504.65,11631.55,11487.35,15.56M,0.89
09-25-2019,11469.10,11596.45,11596.45,11442.40,15.67M,-1.25
09-24-2019,11613.85,11632.65,11660.00,11557.60,14.90M,0.06
09-23-2019,11607.30,11499.90,11682.40,11441.00,20.56M,2.76
09-20-2019,11295.50,10737.70,11405.90,10705.00,37.04M,5.45
09-19-2019,10711.30,10831.90,10841.90,10678.60,11.93M,-1.33
09-18-2019,10855.45,10889.85,10899.95,10826.10,11.13M,0.20
09-17-2019,10833.50,10991.95,11005.85,10807.85,14.51M,-1.67
09-16-2019,11017.20,11006.40,11078.90,10982.40,12.03M,-0.80
09-13-2019,11105.55,10990.00,11118.00,10962.15,11.06M,0.99
09-12-2019,10996.45,11077.15,11098.85,10982.00,11.04M,-0.58
09-11-2019,11060.80,11026.90,11088.45,11026.85,7.92M,0.45
09-10-2019,11010.75,11032.00,11039.25,10964.25,0,-0.13
09-09-2019,11025.25,10949.40,11058.00,10915.95,9.99M,0.47
09-06-2019,10973.65,10900.00,10984.00,10900.00,10.19M,0.85
09-05-2019,10881.60,10881.40,10960.10,10843.30,12.98M,-0.04
09-04-2019,10886.30,10829.00,10904.75,10785.15,14.69M,0.46
09-03-2019,10836.40,10936.90,10970.00,10813.45,13.98M,-0.82
09-02-2019,10925.50,11020.50,11035.75,10901.25,0,-1.21
08-30-2019,11058.90,11006.90,11077.00,10890.00,16.78M,1.01
08-29-2019,10948.30,10805.55,11019.00,10805.55,19.53M,-0.91
08-28-2019,11049.25,11102.70,11132.00,10983.25,14.33M,-0.49
08-27-2019,11103.90,11090.00,11132.95,11034.00,14.29M,0.45
08-26-2019,11054.20,10948.40,11072.35,10745.00,21.30M,1.95
08-23-2019,10842.70,10706.90,10879.90,10646.75,16.07M,1.03
08-22-2019,10732.10,10910.40,10917.85,10708.80,13.47M,-1.83
08-21-2019,10932.65,11013.50,11039.75,10901.60,10.43M,-0.87
08-20-2019,11028.10,11059.90,11083.50,10977.50,11.65M,-0.27
08-19-2019,11058.10,11082.90,11151.65,11032.00,10.61M,-0.06
08-16-2019,11064.65,10960.00,11094.00,10926.05,12.57M,1.58
08-15-2019,10892.75,10898.00,10987.25,10869.25,0,-1.23
08-14-2019,11028.15,10999.10,11099.95,10935.65,12.97M,0.94
08-13-2019,10925.15,11129.00,11145.05,10910.00,12.00M,-1.39
08-12-2019,11079.50,11078.75,11172.25,11063.75,0,-0.39
08-09-2019,11122.95,11108.00,11186.80,11068.25,12.05M,0.53
08-08-2019,11063.95,10896.90,11088.00,10866.55,13.98M,1.74
08-07-2019,10874.25,10950.00,10993.95,10862.10,13.12M,-0.95
08-06-2019,10978.65,10835.50,11054.00,10831.20,14.07M,0.75
08-05-2019,10896.80,10922.00,10924.90,10806.90,15.13M,-1.15
08-02-2019,11024.05,10940.00,11125.40,10886.05,17.49M,0.08
08-01-2019,11015.35,11098.40,11098.40,10901.10,14.99M,-1.05
07-31-2019,11132.20,11058.55,11165.00,11031.50,13.69M,0.33
07-30-2019,11095.20,11250.00,11289.95,11080.00,12.53M,-1.07
07-29-2019,11215.05,11310.00,11325.00,11175.25,9.58M,-0.99
07-26-2019,11327.00,11300.15,11345.00,11247.15,8.73M,0.67
07-25-2019,11252.15,11290.05,11354.85,11230.05,14.82M,-0.23
07-24-2019,11277.80,11319.95,11355.90,11226.90,12.46M,-0.49
07-23-2019,11333.80,11368.95,11406.40,11305.65,11.47M,-0.23
07-22-2019,11360.25,11407.75,11407.75,11311.55,11.72M,-0.54
07-19-2019,11421.85,11635.05,11643.45,11402.00,12.01M,-1.57
07-18-2019,11604.35,11642.10,11665.30,11590.10,7.65M,-0.61
07-17-2019,11675.80,11648.30,11693.55,11643.20,5.52M,0.15
07-16-2019,11657.85,11585.25,11672.15,11570.10,8.12M,0.68
07-15-2019,11579.20,11583.95,11599.90,11515.00,6.51M,0.30
07-12-2019,11544.35,11580.00,11642.45,11530.00,8.72M,-0.33
07-11-2019,11582.05,11550.25,11606.00,11528.15,7.75M,0.78
07-10-2019,11492.25,11549.50,11593.00,11467.55,8.77M,-0.52
07-09-2019,11552.60,11543.35,11594.10,11486.55,12.03M,-0.12
07-08-2019,11566.30,11769.90,11770.00,11527.35,14.92M,-2.15
07-05-2019,11820.95,11993.95,11998.95,11808.00,13.88M,-1.32
07-04-2019,11979.65,11947.15,11999.00,11942.65,5.93M,0.25
07-03-2019,11949.20,11953.00,11976.00,11927.50,5.88M,0.06
07-02-2019,11942.35,11910.40,11948.00,11840.20,8.00M,0.33
07-01-2019,11903.65,11888.05,11924.95,11863.55,6.31M,0.52
06-28-2019,11841.50,11907.70,11916.00,11828.00,7.85M,-0.00
06-27-2019,11841.55,11876.75,11914.70,11827.00,12.86M,-0.19
06-26-2019,11864.40,11774.90,11890.00,11767.10,11.06M,0.46
06-25-2019,11810.30,11684.05,11834.00,11666.60,11.71M,0.79
06-24-2019,11717.15,11730.20,11782.00,11681.00,8.24M,-0.31
06-21-2019,11753.45,11839.05,11842.60,11726.40,9.15M,-0.81
06-20-2019,11849.45,11670.00,11863.35,11668.05,11.96M,1.20
06-19-2019,11708.60,11748.65,11815.00,11630.30,12.79M,0.07
06-18-2019,11700.50,11701.00,11752.00,11657.10,10.02M,0.03
06-17-2019,11697.55,11824.95,11830.00,11685.00,8.19M,-1.19
06-14-2019,11838.05,11900.05,11916.55,11811.60,8.11M,-0.76
06-13-2019,11928.30,11885.35,11950.00,11836.25,8.68M,0.10
06-12-2019,11916.70,11960.05,11965.90,11877.35,8.03M,-0.50
06-11-2019,11976.95,11975.00,12022.85,11917.00,7.89M,0.36
06-10-2019,11933.80,11950.05,11994.00,11875.15,8.28M,0.28
06-07-2019,11900.75,11880.20,11933.00,11801.20,10.01M,0.14
06-06-2019,11884.05,12044.70,12059.00,11866.25,12.69M,-1.25
06-05-2019,12034.00,12089.75,12096.50,12013.00,0,-0.18
06-04-2019,12056.15,12081.15,12111.80,12036.00,8.21M,-0.40
06-03-2019,12104.45,11941.65,12118.00,11915.05,12.00M,1.58
05-31-2019,11916.50,12001.00,12047.00,11828.65,14.49M,-0.25
05-30-2019,11945.90,11865.00,11964.90,11856.90,12.63M,0.71
05-29-2019,11862.25,11916.70,11934.95,11836.30,11.20M,-0.66
05-28-2019,11940.75,11959.00,11965.00,11856.50,12.03M,0.19
05-27-2019,11918.50,11858.90,11960.00,11833.15,10.85M,0.41
05-24-2019,11869.40,11765.10,11890.00,11678.10,13.57M,1.51
05-23-2019,11692.40,11888.00,12070.00,11640.15,26.89M,-0.76
05-22-2019,11781.65,11740.20,11833.25,11710.00,10.81M,0.57
05-21-2019,11715.15,11885.00,11895.00,11687.50,12.30M,-1.22
05-20-2019,11859.45,11651.10,11877.30,11601.10,15.89M,3.80
05-17-2019,11425.80,11284.95,11447.70,11267.05,12.08M,1.25
05-16-2019,11285.25,11189.95,11309.90,11152.25,10.58M,0.96
05-15-2019,11177.45,11275.60,11300.00,11157.00,10.84M,-0.57
05-14-2019,11241.65,11170.10,11338.10,11138.00,13.55M,0.54
05-13-2019,11181.55,11270.10,11328.00,11153.65,9.22M,-1.11
05-10-2019,11307.20,11329.00,11376.00,11283.70,10.90M,-0.24
05-09-2019,11334.80,11378.50,11397.40,11291.10,10.84M,-0.73
05-08-2019,11418.60,11509.90,11519.95,11403.40,10.26M,-1.07
05-07-2019,11541.90,11685.00,11692.00,11531.35,8.32M,-0.98
05-06-2019,11656.35,11671.10,11695.00,11626.85,7.11M,-0.92
05-03-2019,11764.30,11735.00,11824.45,11734.95,5.89M,-0.01
05-02-2019,11765.40,11751.10,11834.40,11735.00,8.52M,-0.56
05-01-2019,11831.75,11818.00,11862.50,11818.00,0,0.34
04-30-2019,11791.55,11805.00,11838.50,11712.05,8.00M,-0.45
04-29-2019,11845.00,11841.25,11878.75,11831.75,0,0.27
04-26-2019,11813.50,11769.95,11827.90,11725.00,7.88M,1.47
04-25-2019,11641.80,11713.75,11797.85,11630.55,15.23M,-0.82
04-24-2019,11738.25,11602.30,11756.00,11579.05,10.99M,1.31
04-23-2019,11586.40,11631.15,11664.60,11573.50,9.60M,-0.28
04-22-2019,11618.90,11716.30,11749.90,11609.20,9.55M,-1.29
04-18-2019,11771.10,11859.00,11859.00,11752.05,7.99M,-0.76
04-17-2019,11861.00,11854.75,11883.75,11814.75,0,0.31
04-16-2019,11824.45,11758.25,11847.10,11758.25,7.42M,0.82
04-15-2019,11727.75,11689.95,11739.70,11682.70,5.10M,0.20
04-12-2019,11703.85,11645.00,11727.00,11626.05,7.16M,0.30
04-11-2019,11668.90,11648.55,11677.85,11605.20,6.38M,0.14
04-10-2019,11652.90,11720.00,11744.00,11642.55,7.95M,-0.76
04-09-2019,11742.30,11707.75,11750.05,11632.00,8.09M,0.58
04-08-2019,11674.90,11760.75,11780.05,11622.25,9.20M,-0.73
04-05-2019,11760.75,11700.00,11783.15,11680.05,7.24M,0.70
04-04-2019,11679.55,11729.95,11754.00,11641.45,8.69M,-0.43
04-03-2019,11729.65,11788.30,11834.15,11715.00,8.34M,-0.42
04-02-2019,11779.50,11763.95,11794.70,11712.20,7.22M,0.26
04-01-2019,11748.40,11719.20,11822.75,11708.25,9.26M,0.59
03-29-2019,11679.90,11689.00,11718.50,11641.00,7.59M,0.95
03-28-2019,11570.00,11458.65,11578.00,11448.90,11.01M,0.98
03-27-2019,11458.10,11521.05,11573.70,11421.05,12.51M,-0.46
03-26-2019,11510.70,11370.00,11523.80,11363.25,11.89M,1.24
03-25-2019,11370.05,11419.90,11419.90,11337.70,10.62M,-0.89
03-22-2019,11472.40,11569.95,11595.75,11451.00,12.41M,-1.05
03-21-2019,11594.00,11611.50,11646.75,11577.00,0,0.35
03-20-2019,11553.20,11570.05,11580.00,11533.60,7.76M,-0.15
03-19-2019,11570.75,11525.05,11581.00,11475.00,7.84M,0.66
03-18-2019,11494.50,11505.25,11554.35,11436.00,10.31M,0.21
03-15-2019,11470.45,11390.00,11532.50,11390.00,12.42M,0.78
03-14-2019,11381.75,11367.15,11399.00,11333.75,7.56M,0.13
03-13-2019,11366.65,11202.00,11388.80,11101.05,9.46M,0.26
03-12-2019,11336.85,11256.05,11352.55,11252.60,11.60M,1.20
03-11-2019,11202.15,11073.90,11213.55,11065.30,8.54M,1.14
03-08-2019,11076.05,11067.75,11083.85,11033.20,7.43M,-0.20
03-07-2019,11098.20,11114.90,11129.70,11064.00,7.70M,0.10
03-06-2019,11086.80,11053.95,11094.50,11033.05,8.72M,0.49
03-05-2019,11032.70,10859.90,11040.00,10843.05,9.82M,2.10
03-04-2019,10805.75,10897.75,10900.50,10788.75,0,-1.02
03-01-2019,10917.05,10897.70,10929.45,10870.60,6.96M,1.15
02-28-2019,10792.50,10863.00,10863.00,10786.75,9.90M,-0.16
02-27-2019,10809.45,10855.25,10942.25,10746.00,16.62M,-0.17
02-26-2019,10827.80,10794.00,10893.10,10725.15,16.24M,-0.54
02-25-2019,10887.05,10825.30,10896.90,10802.30,8.77M,0.72
02-22-2019,10808.80,10790.00,10823.90,10772.50,6.11M,0.04
02-21-2019,10804.45,10749.95,10833.00,10736.60,8.57M,0.49
02-20-2019,10751.85,10660.25,10770.00,10649.95,10.61M,1.27
02-19-2019,10617.15,10651.55,10756.60,10602.00,10.18M,-0.42
02-18-2019,10662.25,10809.90,10809.90,10653.30,8.35M,-0.78
02-15-2019,10746.55,10819.90,10819.90,10641.00,14.28M,-0.31
02-14-2019,10779.80,10801.20,10812.40,10741.30,10.72M,-0.40
02-13-2019,10823.40,10886.35,10905.00,10802.25,8.08M,-0.34
02-12-2019,10860.45,10914.00,10931.60,10850.15,8.11M,-0.45
02-11-2019,10909.60,10920.00,10945.90,10870.10,7.91M,-0.43
02-08-2019,10957.25,11049.95,11065.00,10935.00,11.29M,-1.23
02-07-2019,11093.80,11080.05,11142.85,11060.20,9.13M,0.03
02-06-2019,11090.30,10986.65,11100.00,10986.35,10.92M,1.27
02-05-2019,10951.70,10938.00,10970.05,10911.00,6.97M,0.13
02-04-2019,10937.50,10887.00,10954.00,10830.05,8.12M,0.21
02-01-2019,10914.05,10870.00,11023.20,10835.10,18.80M,0.77
01-31-2019,10830.95,10688.95,10844.15,10676.10,13.79M,1.77
01-30-2019,10642.90,10709.00,10714.00,10606.00,13.03M,-0.24
01-29-2019,10668.05,10679.05,10706.00,10597.70,12.25M,-0.08
01-28-2019,10676.80,10784.90,10821.85,10642.65,11.35M,-1.01
01-25-2019,10785.95,10899.95,10955.00,10761.65,12.11M,-0.76
01-24-2019,10868.60,10855.05,10885.00,10811.40,8.16M,0.13
01-23-2019,10854.90,10921.35,10962.00,10835.00,7.90M,-0.74
01-22-2019,10936.20,10950.00,10954.00,10880.00,7.68M,-0.31
01-21-2019,10969.70,10930.05,11003.45,10902.15,8.27M,0.39
01-18-2019,10927.15,10960.00,10964.00,10875.00,8.01M,0.01
01-17-2019,10925.85,10942.95,10958.40,10855.00,8.94M,0.04
01-16-2019,10921.65,10930.00,10963.00,10907.20,7.80M,-0.06
01-15-2019,10928.40,10805.15,10940.00,10792.35,11.02M,1.47
01-14-2019,10769.80,10812.95,10820.00,10720.60,7.55M,-0.53
01-11-2019,10827.60,10873.95,10886.75,10772.55,9.34M,-0.28
01-10-2019,10857.75,10873.00,10898.20,10830.00,7.17M,-0.18
01-09-2019,10877.70,10892.60,10904.00,10764.95,12.23M,0.30
01-08-2019,10844.65,10790.00,10872.75,10758.00,9.67M,0.38
01-07-2019,10803.45,10861.00,10895.05,10778.00,10.33M,0.24
01-04-2019,10777.60,10739.95,10793.45,10678.00,12.78M,0.55
01-03-2019,10718.50,10833.95,10859.95,10710.05,11.21M,-1.04
01-02-2019,10830.85,10911.55,10938.00,10757.00,14.41M,-1.18
01-01-2019,10960.55,10909.95,10967.50,10843.20,6.62M,0.40
12-31-2018,10916.85,10960.00,10984.80,10902.00,6.87M,0.08
12-28-2018,10907.75,10850.05,10946.00,10850.00,8.33M,1.19
12-27-2018,10779.80,10801.00,10834.40,10763.75,13.53M,0.29
12-26-2018,10748.50,10637.65,10760.65,10536.40,20.10M,0.62
12-24-2018,10681.90,10758.55,10789.95,10660.25,14.25M,-0.79
12-21-2018,10767.50,10960.00,10981.65,10755.00,14.75M,-1.92
12-20-2018,10978.20,10905.50,10991.00,10891.30,9.87M,-0.08
12-19-2018,10986.50,10959.95,11006.25,10946.45,7.08M,0.47
12-18-2018,10935.05,10862.00,10940.00,10835.20,8.08M,0.23
12-17-2018,10910.50,10855.15,10924.00,10855.15,6.88M,0.83
12-14-2018,10820.30,10806.95,10837.00,10771.30,7.91M,-0.04
12-13-2018,10824.95,10834.25,10882.20,10777.30,10.28M,0.38
12-12-2018,10783.65,10610.00,10798.90,10588.50,11.44M,1.91
12-11-2018,10581.10,10355.00,10607.00,10352.10,18.75M,0.63
12-10-2018,10514.70,10582.25,10597.70,10500.05,9.25M,-2.05
12-07-2018,10735.15,10665.25,10747.95,10637.10,9.53M,1.02
12-06-2018,10626.30,10750.15,10754.40,10611.70,11.27M,-1.86
12-05-2018,10827.65,10850.35,10868.00,10786.75,8.45M,-0.73
12-04-2018,10907.75,10917.75,10929.95,10872.00,6.37M,-0.15
12-03-2018,10924.00,10961.15,10974.00,10871.30,7.89M,0.21
11-30-2018,10900.65,10927.00,10949.75,10855.00,9.10M,0.39
11-29-2018,10858.70,10786.05,10882.90,10777.10,13.47M,1.31
11-28-2018,10717.90,10699.95,10747.20,10699.95,12.44M,0.31
11-27-2018,10684.85,10610.90,10695.00,10585.00,15.48M,0.43
11-26-2018,10639.20,10573.10,10650.00,10492.40,13.47M,0.89
11-23-2018,10545.50,10557.50,10579.50,10533.50,0,0.20
11-22-2018,10524.70,10617.95,10647.00,10511.95,8.77M,-0.91
11-21-2018,10621.60,10671.15,10684.20,10577.00,11.78M,-0.47
11-20-2018,10671.95,10749.00,10749.00,10651.20,9.23M,-0.89
11-19-2018,10768.15,10735.00,10779.40,10693.70,7.60M,0.76
11-16-2018,10687.25,10657.95,10709.00,10636.00,9.55M,0.53
11-15-2018,10630.55,10607.15,10680.00,10586.05,8.86M,0.24
11-14-2018,10605.00,10655.00,10680.00,10551.00,12.00M,-0.10
11-13-2018,10615.95,10467.95,10632.00,10460.00,11.14M,1.07
11-12-2018,10503.85,10601.10,10664.60,10490.25,10.42M,-1.13
11-09-2018,10623.75,10601.00,10643.95,10571.10,9.01M,0.12
11-08-2018,10611.00,10710.50,10717.50,10603.00,0,-0.03
11-07-2018,10614.55,10619.50,10648.10,10596.90,2.88M,0.57
11-06-2018,10554.85,10574.95,10620.00,10512.00,8.03M,0.04
11-05-2018,10550.95,10547.75,10570.00,10505.00,8.52M,-0.25
11-02-2018,10577.05,10490.00,10632.00,10478.25,15.02M,1.57
11-01-2018,10413.45,10440.15,10447.00,10346.00,11.51M,0.14
10-31-2018,10398.40,10231.10,10419.85,10111.35,18.63M,1.65
10-30-2018,10229.25,10264.40,10315.00,10195.30,11.15M,-0.53
10-29-2018,10283.95,10089.75,10306.40,10055.55,14.22M,2.29
10-26-2018,10054.10,10118.20,10177.00,10030.10,15.52M,-0.70
10-25-2018,10124.90,10140.00,10175.20,10073.00,15.83M,-1.01
10-24-2018,10228.55,10262.50,10277.95,10115.80,18.86M,0.79
10-23-2018,10147.90,10160.00,10216.20,10092.55,17.68M,-0.82
10-22-2018,10231.95,10405.00,10405.00,10206.00,13.73M,-0.69
10-19-2018,10303.20,10337.00,10388.45,10246.35,14.62M,0.70
10-18-2018,10231.50,10415.50,10435.50,10222.00,0,-2.03
10-17-2018,10443.95,10690.00,10699.95,10423.90,13.82M,-1.38
10-16-2018,10589.85,10531.05,10599.00,10516.25,9.16M,0.69
10-15-2018,10517.45,10500.55,10531.95,10405.55,13.19M,0.29
10-12-2018,10486.55,10329.65,10508.90,10321.90,12.69M,2.29
10-11-2018,10252.05,10208.75,10370.00,10155.55,19.58M,-2.04
10-10-2018,10465.75,10333.35,10489.90,10324.15,12.62M,1.47
10-09-2018,10314.40,10389.95,10424.00,10291.10,13.76M,-0.62
10-08-2018,10379.00,10273.90,10417.95,10212.35,20.08M,0.31
10-05-2018,10347.15,10552.00,10588.90,10292.00,20.05M,-2.67
10-04-2018,10631.25,10752.00,10799.50,10593.25,19.97M,-2.41
10-03-2018,10893.60,11011.25,11025.00,10880.00,13.30M,-1.05
10-02-2018,11009.00,11058.75,11070.50,10948.00,0,-0.48
10-01-2018,11061.80,10931.00,11090.00,10857.55,12.21M,0.98
09-28-2018,10954.30,11070.00,11099.90,10892.15,15.55M,-0.21
09-27-2018,10977.55,11073.50,11088.00,10944.55,16.03M,-0.77
09-26-2018,11062.45,11135.10,11149.00,11001.10,13.89M,-0.22
09-25-2018,11086.70,10970.10,11103.80,10909.05,17.59M,0.81
09-24-2018,10997.95,11174.50,11185.00,10969.45,15.77M,-1.51
09-21-2018,11166.35,11304.95,11385.00,11005.55,21.32M,-1.79
09-20-2018,11369.50,11316.75,11373.75,11298.75,0,0.86
09-19-2018,11272.80,11348.95,11373.90,11244.45,10.60M,-0.33
09-18-2018,11310.20,11388.05,11438.00,11298.10,10.39M,-0.85
09-17-2018,11407.70,11485.00,11490.00,11392.65,9.79M,-1.21
09-14-2018,11547.30,11482.50,11559.00,11466.00,8.81M,0.43
09-13-2018,11498.25,11463.25,11506.50,11415.25,0,0.71
09-12-2018,11417.35,11331.30,11430.00,11297.45,11.79M,0.72
09-11-2018,11336.25,11498.75,11504.95,11322.80,10.87M,-1.36
09-10-2018,11492.70,11594.40,11598.80,11482.55,10.16M,-1.21
09-07-2018,11632.95,11550.00,11648.55,11512.60,9.45M,0.57
09-06-2018,11567.15,11547.85,11603.00,11470.25,11.67M,0.42
09-05-2018,11518.25,11554.95,11579.00,11437.00,12.57M,-0.47
09-04-2018,11573.10,11633.15,11649.60,11550.00,10.33M,-0.59
09-03-2018,11641.75,11755.15,11775.05,11620.00,8.02M,-0.80
08-31-2018,11735.30,11709.00,11793.00,11686.35,9.46M,0.50
08-30-2018,11676.80,11715.00,11715.00,11642.10,10.66M,-0.26
08-29-2018,11707.10,11751.95,11763.85,11693.30,10.38M,-0.39
08-28-2018,11752.45,11735.00,11761.70,11715.05,10.35M,0.40
08-27-2018,11705.35,11616.20,11712.90,11614.00,8.56M,1.16
08-24-2018,11571.60,11580.00,11605.75,11541.00,6.77M,-0.21
08-23-2018,11595.40,11614.95,11622.00,11553.30,6.55M,-0.41
08-22-2018,11643.50,11601.75,11659.25,11577.75,0,0.49
08-21-2018,11586.55,11578.95,11592.35,11553.00,5.18M,0.07
08-20-2018,11578.95,11518.95,11585.35,11510.05,5.19M,0.79
08-17-2018,11488.45,11439.75,11507.45,11420.00,6.63M,0.68
08-16-2018,11410.90,11419.90,11460.00,11377.00,7.29M,0.22
08-15-2018,11386.25,11497.75,11497.75,11320.75,0,-0.67
08-14-2018,11463.45,11394.75,11478.15,11390.20,6.07M,0.72
08-13-2018,11381.15,11374.00,11427.70,11354.05,7.76M,-0.51
08-10-2018,11439.25,11465.00,11485.45,11430.20,5.91M,-0.42
08-09-2018,11487.55,11498.00,11504.70,11467.00,4.69M,0.17
08-08-2018,11467.65,11428.25,11476.60,11398.95,6.75M,0.43
08-07-2018,11418.35,11432.25,11445.05,11376.20,5.36M,0.04
08-06-2018,11414.25,11420.15,11447.40,11386.55,4.74M,0.16
08-03-2018,11395.75,11306.00,11406.90,11302.20,6.91M,1.01
08-02-2018,11282.30,11343.90,11343.90,11274.00,7.27M,-0.81
08-01-2018,11374.30,11379.95,11402.75,11341.00,7.57M,0.02
07-31-2018,11371.60,11330.00,11379.50,11290.60,6.16M,0.29
07-30-2018,11338.50,11325.15,11345.20,11285.00,6.29M,0.28
